december_source_serial,december_name,december_district,december_sector,december_cell,current_registry_entry_key,current_source_serial,current_name,current_district,current_sector_cell_raw,registry_match_score,registry_match_margin,name_score,district_match,sector_match,cell_match,professional_registration_match,phone_number,phone_source,phone_evidence_url,phone_evidence_reference,google_maps_url,maps_url_source,browser_match_status
357,SEMU PHARMACY Ltd,KICUKIRO,NIBOYE,GATARE,retail-2026-05-354,354,SEMU PHARMACY LTD BRANCH,KICUKIRO,NIBOYE GATARE,1.000,0.020,1.000,true,true,true,true,+250788467644,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
358,SUNBEAM PHARMACY LTD,NYARUGENGE,NYARUGENGE,KIYOVU,retail-2026-05-355,355,SUNBEAM PHARMACY LTD,NYARUGENGE,NYARUGENGE KIYOVU,1.000,0.365,1.000,true,true,true,true,+250788454337,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
359,AERI PHARMACY Ltd,GASABO,KIMIRONKO,BIBARE,retail-2026-05-356,356,AERI PHARMACY Ltd,GASABO,KIMIRONKO BIBARE,1.000,0.153,1.000,true,true,true,true,+250788508707,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
360,BAJEPHAR PHARMACY Ltd,KARONGI,RUBENGERA,GACACA,retail-2026-05-357,357,BAJEPHAR LTD,KARONGI,RUBENGERA GACACA,0.980,0.410,1.000,true,true,true,false,,,,,,,local_evidence_only
361,DESTINY PHARMACY Ltd,MUSANZE,MUHOZA,MUHOZA,retail-2026-05-358,358,DESTINY PHARMACY Ltd,MUSANZE,MUHOZA MUHOZA,1.000,0.454,1.000,true,true,true,true,+250783380902,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Musanze_JULY-AUGUST-SEPTEMBER_2026.pdf,musanze July-September 2026 duty roster,,,phone_from_public_evidence
362,GOODLIFE HEALTH AND BEAUTY Ltd,KICUKIRO,KICUKIRO,GASHARU,retail-2026-05-359,359,GOODLIFE HEALTH AND BEAUTY Ltd,KICUKIRO,KICUKIRO GASHARU,1.000,0.141,1.000,true,true,true,true,,,,,,,local_evidence_only
363,GOODLIFE HEALTH AND BEAUTY TOWN BRANCH,NYARUGENGE,NYARUGENGE,KIYOVU,retail-2026-05-360,360,GOODLIFE HEALTH AND BEAUTY TOWN BRANCH,NYARUGENGE,NYARUGENGE KIYOVU,1.000,0.055,1.000,true,true,true,true,,,,,,,local_evidence_only
364,HOLY HOME PHARMACY LTD,GASABO,RUSORORO,KABUGA I,retail-2026-05-361,361,HOLY HOME PHARMACY LTD,GASABO,REMERA RUKIRI II,0.900,0.193,1.000,true,false,false,false,,,,,,,local_evidence_only
365,IRAMPA PHARMACY Ltd,NYARUGURU,KIBEHO,KIBEHO,retail-2026-05-362,362,IRAMPA PHARMACY Ltd,NYARUGURU,KIBEHO KIBEHO,1.000,0.392,1.000,true,true,true,true,,,,,,,local_evidence_only
366,PHARMACIE BIMOPHAR LTD,RUSIZI,KAMEMBE,GIHUNDWE,retail-2026-05-363,363,PHARMACIE BIMOPHAR LTD,RUSIZI,KAMEMBE GIHUNDWE,1.000,0.430,1.000,true,true,true,true,+250788698603,public_evidence_csv,https://www.mmi.gov.rw/partners/pharmacies?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5BcurrentPage%5D=8&cHash=4756201fe07bcce4c0d990048d795942,MMI pharmacy partner directory page 8,,,phone_from_public_evidence
367,PHARMACIE CELIA LTD,KAYONZA,KABARONDO,CYATWA,retail-2026-05-364,364,PHARMACIE CELIA LTD,KAYONZA,KABARONDO CYATWA,1.000,0.404,1.000,true,true,true,true,+250788831809,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kayonza_District_JULY-AUGUST-SEPTEMBER_2026.pdf,kayonza July-September 2026 duty roster,,,phone_from_public_evidence
368,PHARMACIE KAVES Ltd,GASABO,KIMIRONKO,NYAGATOVU,retail-2026-05-365,365,PHARMACIE KAVES Ltd,GASABO,KIMIRONKO NYAGATOVU,1.000,0.293,1.000,true,true,true,true,+250788681772,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
369,RITE PHARMACY Ltd(Gisimenti Branch),GASABO,REMERA,RUKIRI II,retail-2026-05-366,366,RITE PHARMACY Ltd(Gisimenti Branch),GASABO,REMERA RUKIRI II,1.000,0.153,1.000,true,true,true,true,+250788697968,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
370,RITE PHARMACY LTD Kanombe Branch,KICUKIRO,NYARUGUNGA,KAMASHASHI,retail-2026-05-367,367,RITE PHARMACY LTD Kanombe Branch,KICUKIRO,NYARUGUNGA KAMASHASHI,1.000,0.153,1.000,true,true,true,true,+250788697968,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
371,STRONG MEDICA PHARMACY Ltd,KICUKIRO,KAGARAMA,KANSEREGE,retail-2026-05-368,368,STRONG MEDICA PHARMACY Ltd,KICUKIRO,KAGARAMA KANSEREGE,1.000,0.293,1.000,true,true,true,true,+250780291771,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
372,UWEVER HOLISTIC PHARMACY Ltd,KARONGI,BWISHYURA,KIBUYE,retail-2026-05-369,369,UWEVER HOLISTIC PHARMACY Ltd,KARONGI,BWISHYURA KIBUYE,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
373,PULSE PHARMACY Ltd,GASABO,KINYINYA,GACURIRO,retail-2026-05-370,370,PULSE PHARMACY Ltd,GASABO,KINYINYA GACURIRO,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
374,BENINA PHARMACY Ltd,KICUKIRO,GATENGA,NYANZA,retail-2026-05-373,373,BENINA PHARMACY Ltd,KICUKIRO,GATENGA NYANZA,1.000,0.293,1.000,true,true,true,true,+250783881980,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
375,GABA PHARMACY LTD,BUGESERA,NYAMATA,NYAMATA,retail-2026-05-374,374,GABA PHARMACY LTD,BUGESERA,NYAMATA NYAMATA,1.000,0.293,1.000,true,true,true,true,+250788452972,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Bugesera_District_JULY-AUGUST-SEPTEMBER_2026.pdf,bugesera July-September 2026 duty roster,,,phone_from_public_evidence
376,HORIZON PHARMACY Ltd,NYARUGENGE,NYAMIRAMBO,RUGARAMA,retail-2026-05-375,375,HORIZON PHARMACY Ltd,NYARUGENGE,NYAMIRAMBO RUGARAMA,1.000,0.020,1.000,true,true,true,true,,,,,,,local_evidence_only
377,IKAZE PHARMACY Ltd,KIREHE,KIGINA,RUHANGA,retail-2026-05-376,376,IKAZE PHARMACY Ltd,KIREHE,KIGINA RUHANGA,1.000,0.020,1.000,true,true,true,true,,,,,,,local_evidence_only
378,LA KEVINE PHARMACY Ltd,KICUKIRO,NYARUGUNGA,RWIMBOGO,retail-2026-05-377,377,LA KEVINE PHARMACY Ltd,KICUKIRO,NYARUGUNGA RWIMBOGO,1.000,0.293,1.000,true,true,true,true,+250788523498,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
379,LA PALMA PHARMACY Ltd,NGOMA,KIBUNGO,CYASEMAKAM BA,retail-2026-05-378,378,LA PALMA PHARMACY Ltd,NGOMA,KIBUNGO CYASEMAKAMBA,0.980,0.437,1.000,true,true,false,true,,,,,,,local_evidence_only
380,MEDIMARK PHARMACY Ltd,GASABO,REMERA,RUKIRI I,retail-2026-05-379,379,MEDIMARK PHARMACY Ltd,GASABO,REMERA RUKIRI I,1.000,0.383,1.000,true,true,true,true,+250789635153,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
381,NMG PHARMACY Ltd,KICUKIRO,GIKONDO,KAGUNGA,retail-2026-05-380,380,NMG PHARMACY Ltd,KICUKIRO,GIKONDO KAGUNGA,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
382,PAREKE PHARMACY Ltd,KAMONYI,RUNDA,GIHARA,retail-2026-05-381,381,PAREKE PHARMACY Ltd,KAMONYI,RUNDA GIHARA,1.000,0.445,1.000,true,true,true,true,,,,,,,local_evidence_only
383,PHARMACIE FIDELE Ltd,NYARUGENGE,NYARUGENGE,KIYOVU,retail-2026-05-382,382,PHARMACIE FIDELE Ltd,NYARUGENGE,NYARUGENGE KIYOVU,1.000,0.293,1.000,true,true,true,true,+250788381040,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
384,PHARMACIE LA PREFERENCE Ltd,HUYE,NGOMA,BUTARE,retail-2026-05-383,383,PHARMACIE LA PREFERENCE Ltd,HUYE,NGOMA BUTARE,1.000,0.270,1.000,true,true,true,true,+250783402189,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Huye_District_JULY-AUGUST-SEPTEMBER_2026.pdf,huye July-September 2026 duty roster,,,phone_from_public_evidence
385,PHARMACIE UBWUZU Ltd,NYARUGENGE,NYAMIRAMBO,MUMENA,retail-2026-05-384,384,PHARMACIE UBWUZU Ltd,NYARUGENGE,NYAMIRAMBO MUMENA,1.000,0.620,1.000,true,true,true,true,,,,,,,local_evidence_only
386,PHARMACIE UNIQUE KIMUHURURA,GASABO,KIMUHURURA,KIMIHURURA,retail-2026-05-385,385,PHARMACIE UNIQUE KIMUHURURA,GASABO,KIMUHURURA KIMIHURURA,1.000,0.153,1.000,true,true,true,true,,,,,,,local_evidence_only
387,ZOOM PHARMACY Ltd,GASABO,KIMIRONKO,KIBAGABAGA,retail-2026-05-386,386,ZOOM PHARMACY Ltd,GASABO,KIMIRONKO KIBAGABAGA,1.000,0.293,1.000,true,true,true,true,+250788303347,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
388,BENADY PHARMACY LTD,NYARUGENGE,NYAMIRAMBO,RUGARAMA,retail-2026-05-388,388,BENADY PHARMACY LTD,NYARUGENGE,NYAMIRAMBO RUGARAMA,1.000,0.392,1.000,true,true,true,true,,,,,,,local_evidence_only
389,ACE PHARMACY Ltd,RUBAVU,GISENYI,NENGO,retail-2026-05-389,389,ACE PHARMACY Ltd,RUBAVU,GISENYI NENGO,1.000,0.020,1.000,true,true,true,true,,,,,,,local_evidence_only
390,GRATIS PHARMACY Ltd,KAYONZA,MUKARANGE,KAYONZA,retail-2026-05-390,390,GRATIS PHARMACY Ltd,KAYONZA,MUKARANGE KAYONZA,1.000,0.293,1.000,true,true,true,true,+250788834477,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kayonza_District_JULY-AUGUST-SEPTEMBER_2026.pdf,kayonza July-September 2026 duty roster,,,phone_from_public_evidence
391,PHARMACIE DU PROGRES LTD,KICUKIRO,KIGARAMA,KARUGIRA,retail-2026-05-391,391,PHARMACIE DU PROGRES LTD,KICUKIRO,KIGARAMA KARUGIRA,1.000,0.209,1.000,true,true,true,true,,,,,,,local_evidence_only
392,PHARMACIE LA PRINCESSE Ltd,KICUKIRO,KIGARAMA,RWAMPARA,retail-2026-05-392,392,PHARMACIE LA PRINCESSE Ltd,KICUKIRO,KIGARAMA RWAMPARA,0.980,0.333,1.000,true,true,true,false,,,,,,,local_evidence_only
393,BOVAN LTD,NYARUGENGE,MUHIMA,NYABUGOGO,retail-2026-05-393,393,BOVAN LTD,NYARUGENGE,MUHIMA NYABUGOGO,0.980,0.273,1.000,true,true,true,false,+250788742055,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
394,BRUCE PHARMACY Ltd,GASABO,KIMIRONKO,KIBAGABAGA,retail-2026-05-394,394,BRUCE PHARMACY Ltd,GASABO,KIMIRONKO KIBAGABAGA,1.000,0.445,1.000,true,true,true,true,,,,,,,local_evidence_only
395,PAMELLA PHARMACY Ltd,MUHANGA,NYAMABUYE,GAHOGO,retail-2026-05-395,395,PAMELLA PHARMACY Ltd,MUHANGA,NYAMABUYE GAHOGO,1.000,0.312,1.000,true,true,true,true,+250786138494,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Muhanga_District_JULY-AUGUST-SEPTEMBER_2026.pdf,muhanga July-September 2026 duty roster,,,phone_from_public_evidence
396,QUALITY LINE Ltd,KICUKIRO,MASAKA,GAKO,retail-2026-05-396,396,QUALITY LINE Ltd,KICUKIRO,MASAKA GAKO,1.000,0.404,1.000,true,true,true,true,,,,,,,local_evidence_only
397,TOP PHARMACY Ltd,KICUKIRO,KANOMBE,KABEZA,retail-2026-05-397,397,TOP PHARMACY Ltd,KICUKIRO,KANOMBE KABEZA,1.000,0.293,1.000,true,true,true,true,+250785301254,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
398,UMUGISHA PHARMACY Ltd,GASABO,KINYINYA,KAGUGU,retail-2026-05-398,398,UMUGISHA PHARMACY Ltd,GASABO,KINYINYA KAGUGU,1.000,0.153,1.000,true,true,true,true,,,,,,,local_evidence_only
399,UNION PHARMACY Ltd,GASABO,RUSORORO,CYIMO,retail-2026-05-399,399,UNION PHARMACY Ltd,GASABO,RUSORORO CYIMO,1.000,0.445,1.000,true,true,true,true,,,,,,,local_evidence_only
400,VINE PHARMACY Ltd,GASABO,REMERA,RUKIRI I,retail-2026-05-400,400,VINE PHARMACY Ltd,GASABO,REMERA RUKIRI I,1.000,0.073,1.000,true,true,true,true,+250788523498,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
401,YVANNA PHARMACY Ltd,GASABO,GISOZI,RUHANGO,retail-2026-05-401,401,YVANNA PHARMACY Ltd,GASABO,GISOZI RUHANGO,1.000,0.020,1.000,true,true,true,true,,,,,,,local_evidence_only
402,ZIP PHARMACY Ltd,KICUKIRO,GAHANGA,KAREMBURE,retail-2026-05-402,402,ZIP PHARMACY Ltd,KICUKIRO,GAHANGA KAREMBURE,1.000,0.153,1.000,true,true,true,true,+250783629827,public_evidence_csv,https://www.mmi.gov.rw/partners/pharmacies?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5BcurrentPage%5D=14&cHash=b4ed1aa76afc103eea72dbf0adb9b48b,MMI pharmacy partner directory page 14,,,phone_from_public_evidence
403,2050 PHARMACY Ltd,GASABO,GISOZI,RUHANGO,retail-2026-05-403,403,2050 PHARMACY Ltd,GASABO,GISOZI RUHANGO,1.000,0.765,1.000,true,true,true,true,,,,,,,local_evidence_only
404,AROME PHARMACY Ltd,MUHANGA,NYAMABUYE,GAHOGO,retail-2026-05-404,404,AROME PHARMACY Ltd,MUHANGA,NYAMABUYE GAHOGO,1.000,0.293,1.000,true,true,true,true,+250788296204,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Muhanga_District_JULY-AUGUST-SEPTEMBER_2026.pdf,muhanga July-September 2026 duty roster,,,phone_from_public_evidence
405,ATLAS PHARMACY Ltd,NYARUGENGE,MUHIMA,NYABUGOGO,retail-2026-05-405,405,ATLAS PHARMACY Ltd,NYARUGENGE,MUHIMA NYABUGOGO,1.000,0.449,1.000,true,true,true,true,+250782511433,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
406,ATONE PHARMACY Limited,NYARUGENGE,KIMISAGARA,KIMISAGARA,retail-2026-05-406,406,ATONE PHARMACY Limited,NYARUGENGE,KIMISAGARA KIMISAGARA,0.980,0.355,1.000,true,true,true,false,,,,,,,local_evidence_only
407,AVIEL PHARMACY Ltd,KICUKIRO,KANOMBE,KABEZA,retail-2026-05-407,407,AVIEL PHARMACY Ltd,KICUKIRO,KANOMBE KABEZA,1.000,0.324,1.000,true,true,true,true,+250786540360,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
408,AYIBAMBE PHARMACY Ltd,GASABO,RUSORORO,KABUGA I,retail-2026-05-408,408,AYIBAMBE PHARMACY Ltd,GASABO,RUSORORO KABUGA I,1.000,0.346,1.000,true,true,true,true,+250788519869,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
409,BENI PHARMACY Ltd,BUGESERA,NYAMATA,NYAMATA,retail-2026-05-409,409,BENI PHARMACY Ltd,BUGESERA,NYAMATA NYAMATA,0.980,0.273,1.000,true,true,true,false,,,,,,,local_evidence_only
410,BUPHARMA Ltd,GASABO,GATSATA,NYAMUGARI,retail-2026-05-410,410,BUPHARMA Ltd,GASABO,GATSATA NYAMUGARI,1.000,0.269,1.000,true,true,true,true,,,,,,,local_evidence_only
411,SALAMA-POINT PHARMACY Ltd,KICUKIRO,MASAKA,CYIMO,retail-2026-05-411,411,SALAMA -POINT PHARMACY Ltd,KICUKIRO,MASAKA CYIMO,1.000,0.293,1.000,true,true,true,true,+250785866839,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
412,EBENEPHAR Ltd,HUYE,NGOMA,BUTARE,retail-2026-05-412,412,EBENEPHAR Ltd,HUYE,NGOMA BUTARE,1.000,0.293,1.000,true,true,true,true,+250784047794,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Huye_District_JULY-AUGUST-SEPTEMBER_2026.pdf,huye July-September 2026 duty roster,,,phone_from_public_evidence
413,GALEAD PHARMACY LTD,KICUKIRO,MASAKA,CYIMO,retail-2026-05-413,413,GALEAD PHARMACY LTD,KICUKIRO,MASAKA CYIMO,1.000,0.227,1.000,true,true,true,true,+250788309064,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
414,EMPIRE PHARMACY Ltd,BUGESERA,NYAMATA,NYAMATA,retail-2026-05-414,414,EMPIRE PHARMACY Ltd,BUGESERA,NYAMATA NYAMATA,0.980,0.456,1.000,true,true,true,false,,,,,,,local_evidence_only
415,FAITH PHARMACY Ltd,KICUKIRO,KANOMBE,KABEZA,retail-2026-05-415,415,FAITH PHARMACY Ltd,KICUKIRO,KANOMBE KABEZA,1.000,0.442,1.000,true,true,true,true,+250788746756,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
416,GIPHARMA Ltd,GASABO,REMERA,RUKIRI I,retail-2026-05-416,416,GIPHARMA Ltd,GASABO,REMERA RUKIRI I,1.000,0.153,1.000,true,true,true,true,+250788892585,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
417,GOODCHOICE PHARMACY Limited,MUHANGA,NYAMABUYE,GAHOGO,retail-2026-05-417,417,GOODCHOICE PHARMACY Limited,MUHANGA,NYAMABUYE GAHOGO,1.000,0.293,1.000,true,true,true,true,+250722142414,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Muhanga_District_JULY-AUGUST-SEPTEMBER_2026.pdf,muhanga July-September 2026 duty roster,,,phone_from_public_evidence
418,GOODLIFE HEALTH AND BEAUTY NYABUGOGO,NYARUGENGE,KIMISAGARA,KIMISAGARA,retail-2026-05-418,418,GOODLIFE HEALTH AND BEAUTY NYABUGOGO,NYARUGENGE,KIMISAGARA KIMISAGARA,1.000,0.153,1.000,true,true,true,true,,,,,,,local_evidence_only
419,GOODLIFE WHOLESALE Ltd,GASABO,BUMBOGO,KINYAGA,retail-2026-05-419,419,GOODLIFE WHOLESALE Ltd,GASABO,BUMBOGO KINYAGA,1.000,0.153,1.000,true,true,true,true,,,,,,,local_evidence_only
420,GWIZABIGWI PHARMACY Ltd,RUBAVU,RUBAVU,RUKOKO,retail-2026-05-420,420,GWIZABIGWI PHARMACY Ltd,RUBAVU,RUBAVU RUKOKO,1.000,0.293,1.000,true,true,true,true,+250786961228,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Rubavu_for_JULY-AUGUST-SEPTEMBER_2026.pdf,rubavu July-September 2026 duty roster,,,phone_from_public_evidence
421,HEALTH LINE PHARMACY Ltd,GASABO,RUSORORO,KABUGA I,retail-2026-05-421,421,HEALTH LINE PHARMACY Ltd,GASABO,RUSORORO KABUGA I,1.000,0.307,1.000,true,true,true,true,,,,,,,local_evidence_only
422,HEALTHCARE PHARMACY Limited,NYARUGENGE,NYARUGENGE,KIYOVU,retail-2026-05-422,422,HEALTHCARE PHARMACY Limited,NYARUGENGE,NYARUGENGE KIYOVU,1.000,0.346,1.000,true,true,true,true,+250788872220,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
423,JOSH PHARMACY Ltd,NYARUGENGE,NYARUGENGE,KIYOVU,retail-2026-05-423,423,JOSH PHARMACY Ltd,NYARUGENGE,NYARUGENGE KIYOVU,0.980,0.384,1.000,true,true,true,false,+250788691034,public_evidence_csv,https://www.mmi.gov.rw/partners/pharmacies?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5BcurrentPage%5D=5&cHash=73c89c5e515261ea360cc3cc6372f318,MMI pharmacy partner directory page 5,,,phone_from_public_evidence
425,KAVAPHAR PHARMACY Ltd,GATSIBO,KABARORE,KABARORE,retail-2026-05-425,425,KAVAPHAR PHARMACY Ltd,GATSIBO,KABARORE KABARORE,0.980,0.273,1.000,true,true,true,false,,,,,,,local_evidence_only
426,KINDNESS PHARMACY Ltd,KARONGI,BWISHYURA,KINIHIRA,retail-2026-05-426,426,KINDNESS PHARMACY Ltd,KARONGI,BWISHYURA KINIHIRA,1.000,0.532,1.000,true,true,true,true,+250788555185,public_evidence_csv,https://www.mmi.gov.rw/partners/pharmacies?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5BcurrentPage%5D=5&cHash=73c89c5e515261ea360cc3cc6372f318,MMI pharmacy partner directory page 5,,,phone_from_public_evidence
